order_id,customer_id,order_date,order_amount,status
3e8a0259-8708-464c-886b-2d89f268ea79,CUST0413,2026-01-01T07:00:00,2078.06,processing
44910bc0-4cd5-4f8d-85b5-b503725f2101,CUST0042,2026-01-01T07:07:00,3998.9,pending
c09bc83f-7327-46c1-9fa6-c18b1fd88369,CUST0223,2026-01-01T07:14:00,4040.46,completed
2c0e3c8d-1c66-4209-9f7c-e76085f4de9a,CUST0032,2026-01-01T07:21:00,2183.09,processing
3b82d293-a741-4dd4-bfc9-085f214d7486,CUST0238,2026-01-01T07:28:00,1971.16,refunded
c7347ed0-4f2c-4cbf-8456-a896234f642b,CUST0448,2026-01-01T07:35:00,2105.86,pending
0596b781-ab7c-4d77-9311-408f6c704509,CUST0116,2026-01-01T07:42:00,547.3,processing
29237102-ec68-4112-b821-e07298a01b75,CUST0287,2026-01-01T07:49:00,384.45,cancelled
31393bc6-9179-4671-af18-379116c85922,CUST0079,2026-01-01T07:56:00,4021.74,completed
544632dc-466a-418e-a7d6-1660f3dff157,CUST0012,2026-01-01T08:03:00,4263.89,completed
add487df-5208-46f1-88b3-ec4aed0d4d84,CUST0177,2026-01-01T08:10:00,3639.14,refunded
feace03d-aeb8-4e5b-be92-9e3313d18511,CUST0363,2026-01-01T08:17:00,2191.67,refunded
fe06bb88-27fd-4cc2-8d31-2288085a361a,CUST0312,2026-01-01T08:24:00,4962.38,cancelled
0fd2d178-7648-413b-b7eb-3259ecbb6e76,CUST0105,2026-01-01T08:31:00,1591.16,processing
e57fa03b-4f02-4a43-935e-d5e0395ad093,CUST0377,2026-01-01T08:38:00,1835.9,processing
cd61c942-0022-4427-a506-825a7cd7ce19,CUST0389,2026-01-01T08:45:00,4478.0,refunded
fae74896-4a61-4584-80df-1a59ce797982,CUST0101,2026-01-01T08:52:00,2570.79,pending
1478a95c-8525-470b-aa61-e6f5c466317d,CUST0159,2026-01-01T08:59:00,3610.85,processing
2317e994-835d-44db-abd9-7c8943f54065,CUST0073,2026-01-01T09:06:00,373.42,refunded
c37da3b5-ecb3-420a-83a7-877814fdcd26,CUST0305,2026-01-01T09:13:00,1341.16,processing
6dc049d9-ebe5-4594-82e1-a2cbe0e23ae1,CUST0415,2026-01-01T09:20:00,3885.19,completed
635e07b2-9d88-4369-9744-7fade957e017,CUST0492,2026-01-01T09:27:00,2464.12,processing
64dfad10-a35d-4fe0-8d32-0724d7ab75db,CUST0270,2026-01-01T09:34:00,1973.4,completed
96209713-250e-43c8-9c78-6081e1b775c4,CUST0332,2026-01-01T09:41:00,4263.66,completed
7ae52804-6d13-49fe-adc6-77ea63d98611,CUST0448,2026-01-01T09:48:00,4201.63,completed
81738849-6dea-49ab-a421-da1426c5a9a1,CUST0461,2026-01-01T09:55:00,4833.83,processing
b365b0a5-5edb-47ca-82c7-e29c7fe19526,CUST0179,2026-01-01T10:02:00,890.9,completed
a7a3ab84-cbc9-4d96-a7ef-f2fe9d5e24fc,CUST0395,2026-01-01T10:09:00,155.62,cancelled
62ae434e-53be-4c84-bd18-d0d92093d2ac,CUST0259,2026-01-01T10:16:00,3885.0,refunded
90570206-7089-4ee4-81fd-a7bb3e314f94,CUST0079,2026-01-01T10:23:00,4623.79,processing
f774a7fb-85f6-4590-82e7-df8b35b84382,CUST0170,2026-01-01T10:30:00,1591.86,completed
c14b34f9-feab-4583-b2e5-310c80bc1dcf,CUST0166,2026-01-01T10:37:00,1449.2,completed
8805e89d-25c4-46fe-a3d4-239dc3fea218,CUST0014,2026-01-01T10:44:00,3723.89,completed
84422840-92ef-40db-a5f8-15b564eedcc3,CUST0320,2026-01-01T10:51:00,1751.61,cancelled
31b75ef8-e747-4aa3-be7e-61d3f89149c5,CUST0184,2026-01-01T10:58:00,970.81,cancelled
593288e1-ac70-46aa-abcf-db749ede1cbc,CUST0384,2026-01-01T11:05:00,1672.99,completed
ceface2c-643f-408a-bdb0-3d0f527ee110,CUST0171,2026-01-01T11:12:00,3469.08,completed
0d711b3d-b885-4019-ba72-41919ebf3d22,CUST0087,2026-01-01T11:19:00,2877.16,processing
2aa8c5a2-5c32-42c9-bcdf-06c50dfc03b5,CUST0352,2026-01-01T11:26:00,3739.8,refunded
6803a494-7e3d-44a8-a7af-dc2670e09895,CUST0497,2026-01-01T11:33:00,3153.43,pending
017fef90-8588-443c-9d93-3f8503f4ce75,CUST0325,2026-01-01T11:40:00,4589.4,processing
998ef650-a93f-4a1d-9b05-4004e423902b,CUST0403,2026-01-01T11:47:00,1476.29,processing
c0998343-df4e-4e78-af00-eea327924aed,CUST0068,2026-01-01T11:54:00,3603.54,pending
11633423-4320-4408-88e9-678eec62d8fc,CUST0487,2026-01-01T12:01:00,1589.88,cancelled
1a3ac4c8-e5be-4d53-a72b-7fd210bd0447,CUST0470,2026-01-01T12:08:00,842.8,cancelled
baa95c9c-05f6-4bc7-95fb-82e4d056a8e0,CUST0350,2026-01-01T12:15:00,1480.32,cancelled
0d0e0612-f11f-4036-8333-ec53f1137773,CUST0332,2026-01-01T12:22:00,302.8,cancelled
dc48af39-751e-43fb-8748-f6391a3967a1,CUST0076,2026-01-01T12:29:00,1812.42,pending
991186bb-0f17-473e-8772-7015ae83f513,CUST0342,2026-01-01T12:36:00,557.31,cancelled
b79544bd-2c94-4fdd-bef3-d1bbca7eaa4d,CUST0331,2026-01-01T12:43:00,2497.69,refunded
7e4f1186-68f9-4852-90bf-6dd96999b548,CUST0218,2026-01-01T12:50:00,4745.22,refunded
59952f6f-2751-4ab3-afec-2dee2fd2952e,CUST0426,2026-01-01T12:57:00,2560.97,cancelled
b0874763-d7da-4924-9a6e-1938fab9ec97,CUST0323,2026-01-01T13:04:00,985.86,pending
39a96e13-9354-4b32-940f-85591351e434,CUST0182,2026-01-01T13:11:00,811.63,processing
5f27d299-0cba-4009-bb3f-3a5b2075308e,CUST0009,2026-01-01T13:18:00,2198.92,cancelled
2addcf1d-5d83-48b5-b267-6297cb7afedb,CUST0234,2026-01-01T13:25:00,1226.72,pending
338d9e28-c0ca-45bc-9eea-a7e68128d1dd,CUST0064,2026-01-01T13:32:00,2158.24,completed
f34a8676-6f10-49e6-84e5-d6c5628b2626,CUST0059,2026-01-01T13:39:00,2964.99,refunded
86cf121a-66a5-4374-b79f-2b7b1c7cccf1,CUST0290,2026-01-01T13:46:00,4463.22,pending
b5564081-89af-4f4c-ac08-127643a13650,CUST0105,2026-01-01T13:53:00,605.01,pending
df6bb29e-dc2d-452c-9ff2-e1c93c342a32,CUST0387,2026-01-01T14:00:00,2329.61,pending
a7527b11-2db7-4260-b039-9c6dce8d5683,CUST0122,2026-01-01T14:07:00,2637.02,refunded
e104f9c8-e023-4aff-8d5b-9bf4fb26e979,CUST0044,2026-01-01T14:14:00,2009.28,pending
1b8a2f64-a311-4165-b036-91d0da7b03c9,CUST0439,2026-01-01T14:21:00,2130.53,processing
5adea825-4044-4115-b4c3-bc104ac4d15a,CUST0290,2026-01-01T14:28:00,198.65,processing
cafaf3be-8cda-41c5-a427-7f1db584fcc0,CUST0114,2026-01-01T14:35:00,441.42,cancelled
430605f8-7179-490c-808f-fe5f0cba1204,CUST0336,2026-01-01T14:42:00,102.28,processing
9ba60614-b8cf-4e24-a1f7-6150d7d8247f,CUST0227,2026-01-01T14:49:00,2253.96,processing
457166c9-4c9f-4bf0-81ce-7aeefbdea7a4,CUST0009,2026-01-01T14:56:00,1563.2,processing
ed094fb2-de7f-47cc-8807-a90a47f6d33e,CUST0165,2026-01-01T15:03:00,2427.75,processing
40b8f5df-c0d2-4b9e-a74d-1ba2a069aa1b,CUST0050,2026-01-01T15:10:00,335.2,cancelled
8c2825f9-376d-42c8-beb5-6ea08c65f652,CUST0036,2026-01-01T15:17:00,2381.17,completed
3235a5e9-66c2-4d87-a42b-630a963c5fc1,CUST0342,2026-01-01T15:24:00,390.31,refunded
fd8d089f-b468-40d2-83a9-62b6899d2a4f,CUST0333,2026-01-01T15:31:00,2740.57,completed
7707c86e-2705-4f41-b2ba-9090488376af,CUST0301,2026-01-01T15:38:00,4769.08,pending
bcf8b8db-8662-4131-b7bc-9758492231f4,CUST0015,2026-01-01T15:45:00,1827.37,processing
95d3dd6e-cd91-43c6-b086-54e7670020bc,CUST0399,2026-01-01T15:52:00,1262.24,pending
885ec9be-36bb-4248-972d-4ae8db246abe,CUST0421,2026-01-01T15:59:00,3027.47,completed
ed8eb022-f591-4453-a029-2fd8d3c670da,CUST0413,2026-01-01T16:06:00,610.85,pending
6990bab4-beba-4154-a3e8-fe0f25952c1c,CUST0240,2026-01-01T16:13:00,327.78,cancelled
6fa22356-96dc-423a-b813-0be061a86b25,CUST0485,2026-01-01T16:20:00,2373.2,refunded
0794583b-0a97-44a1-9186-c51c9d629b57,CUST0239,2026-01-01T16:27:00,3205.22,processing
3aafc545-1c86-46ce-8955-a9235a9c6593,CUST0191,2026-01-01T16:34:00,1448.79,pending
dc9dae33-346e-4a58-89c8-62bfd790848e,CUST0200,2026-01-01T16:41:00,1876.31,processing
b358c4d0-acd6-4918-8dcd-3cfe634e2411,CUST0026,2026-01-01T16:48:00,1206.18,refunded
5b7506c9-7efc-4541-ad88-c6103a9c4882,CUST0092,2026-01-01T16:55:00,3166.23,completed
ff1f3c00-55b8-4ff5-ac3c-d72a0e03b85c,CUST0310,2026-01-01T17:02:00,1575.8,completed
ed83dd2d-a6fe-4f56-8cb0-e8d1845452e7,CUST0226,2026-01-01T17:09:00,1558.64,processing
62d517b8-04b2-42a1-9b20-517e925c66bf,CUST0365,2026-01-01T17:16:00,3131.23,cancelled
7457b059-6e17-4555-a4a1-96c12bec82c9,CUST0175,2026-01-01T17:23:00,4198.01,processing
a8f7ca0c-437a-44db-8360-baa6a3406e51,CUST0337,2026-01-01T17:30:00,1802.73,refunded
58441c15-dfd1-40f8-afc9-658b8986a3ac,CUST0327,2026-01-01T17:37:00,3895.67,processing
8fc5a028-d882-4956-a979-5be9e83f2f39,CUST0167,2026-01-01T17:44:00,2281.11,refunded
a2e9e8d1-3580-42ca-9ea8-b27e0aefbd37,CUST0121,2026-01-01T17:51:00,3480.15,refunded
d469f162-730b-49c9-8f56-f387bb795861,CUST0370,2026-01-01T17:58:00,4915.08,refunded
d16caf7d-044b-40d6-9133-fa1f4bfd027f,CUST0073,2026-01-01T18:05:00,1409.06,processing
5a813169-a23b-47ca-8364-db6f06ce6b16,CUST0418,2026-01-01T18:12:00,3479.95,refunded
b5d20477-4519-47c5-9949-e10d0445f8bf,CUST0343,2026-01-01T18:19:00,3336.42,completed
2d49e840-e846-4256-b9eb-c8e4cfc0eca6,CUST0028,2026-01-01T18:26:00,3358.96,cancelled
a69b471a-c57a-4092-891d-cb34d60a1d91,CUST0212,2026-01-01T18:33:00,3967.8,processing
3ae9cdce-1df8-415c-b2bb-e0373bd658e9,CUST0402,2026-01-01T18:40:00,1564.99,cancelled
fd6f199d-c25e-4ee4-b45b-2ccb926f908a,CUST0150,2026-01-01T18:47:00,169.22,pending
dc528046-e9d5-49e8-a3b7-8c4033ee4f5b,CUST0216,2026-01-01T18:54:00,2868.21,pending
667ba3c3-266f-4f5d-abd0-7e25a7258f6f,CUST0486,2026-01-01T19:01:00,3068.28,cancelled
23735d53-37d7-4f08-aec8-907202528471,CUST0022,2026-01-01T19:08:00,4956.13,refunded
fbb882b4-8a1a-4415-97a9-2ce5c80257a5,CUST0299,2026-01-01T19:15:00,1574.89,completed
0c83deb4-4294-45b4-8e17-a2e7abac2f58,CUST0131,2026-01-01T19:22:00,2841.42,refunded
e0455a52-961a-45c5-87a6-93dabbb291a4,CUST0268,2026-01-01T19:29:00,4650.52,processing
,,not-a-date,abc,
12981c27-e9f8-4584-9d1c-1db7309bf59d,CUST0057,2026-01-01T19:36:00,3385.64,processing
c1f20a86-c422-4ed1-92b0-2ea619050934,CUST0150,2026-01-01T19:43:00,2668.83,refunded
5fe972d7-1512-47a7-b8d2-ae3c526b251d,CUST0280,2026-01-01T19:50:00,215.41,refunded
4888f2b1-b40e-4792-bbcb-ddc992a373de,CUST0451,2026-01-01T19:57:00,1987.17,cancelled
0cd0b30e-801f-4321-af21-8db5e9f96630,CUST0081,2026-01-01T20:04:00,1747.41,pending
dcda28a9-3d9c-46ec-ab57-8a2fbd146fb3,CUST0141,2026-01-01T20:11:00,2693.47,processing
33311c5b-c963-4fb6-9e0c-16878d8a0285,CUST0164,2026-01-01T20:18:00,1134.43,cancelled
9b4b571f-642d-4c74-95e9-381c3a65bfe7,CUST0211,2026-01-01T20:25:00,4647.71,pending
dc43e978-05fb-48d2-a9f7-d7e5002da07e,CUST0423,2026-01-01T20:32:00,2282.58,cancelled
00712e92-22cc-44a7-a957-7f27226f8472,CUST0439,2026-01-01T20:39:00,546.2,processing
31196c70-4e90-4768-b310-a6f08ac108ea,CUST0078,2026-01-01T20:46:00,3109.52,pending
f2674883-aaea-4922-a146-8ed4199cce1e,CUST0146,2026-01-01T20:53:00,3384.79,cancelled
ca0aec3f-4cf7-4f85-bc19-b9ddf915df08,CUST0074,2026-01-01T21:00:00,1606.44,completed
f4e76787-3dcc-4b1e-b499-ead513df26b1,CUST0229,2026-01-01T21:07:00,4868.92,pending
d34cb2ae-a63d-4c7d-a3ed-a552080e64ac,CUST0127,2026-01-01T21:14:00,3898.92,pending
a765969e-5545-4fbe-8d1f-c22bb007acbe,CUST0197,2026-01-01T21:21:00,4877.05,pending
f20676b5-133b-49fc-8b2f-b2876c53a977,CUST0430,2026-01-01T21:28:00,1235.9,processing
8342722d-6e4a-48e9-ad38-5195273b8b9e,CUST0036,2026-01-01T21:35:00,1809.7,pending
9b34c205-e9d9-45c3-92e3-6bce6bc7322d,CUST0029,2026-01-01T21:42:00,2653.22,pending
f93bc415-c7ce-4360-a4b9-942ff2b25181,CUST0307,2026-01-01T21:49:00,702.69,pending
96be86bc-4f84-403f-8483-757a2d3e159d,CUST0463,2026-01-01T21:56:00,4857.14,pending
c416bc12-550a-442b-a12e-ce272297cdbf,CUST0059,2026-01-01T22:03:00,2932.02,completed
ff6305af-c55c-40a2-a650-3ba4a5c1192d,CUST0455,2026-01-01T22:10:00,484.88,refunded
14db5380-983c-48a7-9927-672b59c94964,CUST0299,2026-01-01T22:17:00,1519.73,refunded
c01200cb-2a19-46a8-b0f3-6cb53a95fd3e,CUST0077,2026-01-01T22:24:00,3974.28,cancelled
ee4fe4f9-5c4a-4783-bc0f-46f99d7fb288,CUST0071,2026-01-01T22:31:00,4930.45,pending
c55b99e8-da79-4c7d-b6cc-e5cedfb08f64,CUST0226,2026-01-01T22:38:00,1282.71,refunded
d358278d-1938-418f-a428-f458eff00a81,CUST0416,2026-01-01T22:45:00,3323.01,pending
1fec2995-6064-4213-b437-a5f48aa6abc4,CUST0079,2026-01-01T22:52:00,4543.77,cancelled
dad4b306-2012-4119-88fa-11e7f2cf8ecc,CUST0393,2026-01-01T22:59:00,4024.28,pending
9fadd4f4-f698-4e29-9c12-ebb3571c1007,CUST0219,2026-01-01T23:06:00,1248.0,processing
deee9da6-009e-483e-8bf3-5a08244b9ac8,CUST0216,2026-01-01T23:13:00,1130.71,processing
6b59c5cd-6593-4d32-ac16-578369ea5a4f,CUST0028,2026-01-01T23:20:00,4970.05,completed
cf82e986-e4c3-4034-82b9-8b2d2540e5b0,CUST0007,2026-01-01T23:27:00,3386.7,pending
3b5a0aef-caf6-4d28-99c5-dd6f937a5250,CUST0222,2026-01-01T23:34:00,774.19,refunded
688f5f28-b333-4117-bfde-44528d23c53b,CUST0265,2026-13-45,99.99,completed
ab0b2cd4-1a24-4d22-bd41-9eb9612dc7e1,CUST0372,2026-01-01T23:41:00,1985.22,pending
aae15814-9634-482c-9a58-ac4b2f0d10e8,CUST0458,2026-01-01T23:48:00,1347.05,pending
b24dc598-5ad7-4ca0-a419-ccc4c2cba2e2,CUST0120,2026-01-01T23:55:00,2340.52,pending
060ecbc5-fd29-4c55-916f-636d251fbd72,CUST0181,2026-01-02T00:02:00,860.36,refunded
2d466c15-1bb1-42c0-968e-b3bf01b6295c,CUST0442,2026-01-02T00:09:00,3731.78,processing
fe588285-909a-4249-9014-d2f1cc1719c7,CUST0464,2026-01-02T00:16:00,222.72,pending
92f063b6-0a06-4a9a-b1e2-9a4888c8d403,CUST0416,2026-01-02T00:23:00,2792.69,pending
c312668e-6221-41a5-8e08-ff83d685e8b8,CUST0151,2026-01-02T00:30:00,2443.51,refunded
e6e69c1b-0738-4ed1-85f8-e1f16573027b,CUST0039,2026-01-02T00:37:00,4028.67,pending
1549f6c0-321c-4b40-a688-047541f29853,CUST0097,2026-01-02T00:44:00,783.88,pending
7e796421-11e6-4a71-a166-986c2a4914c9,CUST0271,2026-01-02T00:51:00,817.88,pending
f0e88998-16eb-4adf-bfb7-fdf89f3451a7,CUST0018,2026-01-02T00:58:00,2799.73,refunded
11ab3939-fa2e-40ef-90e5-fde0b70b4592,CUST0484,2026-01-02T01:05:00,2113.9,refunded
879b7186-7019-40c4-910b-b52578c222c1,CUST0203,2026-01-02T01:12:00,3747.21,refunded
eeca3a38-f575-4d54-9e74-c02ded446df4,CUST0283,2026-01-02T01:19:00,2093.25,completed
cbbfbd42-9980-4511-ab72-1d0f81d769fa,CUST0002,2026-01-02T01:26:00,4683.28,refunded
176aaf54-6e28-4486-9a37-df2cdab3268c,CUST0352,2026-01-02T01:33:00,3301.38,refunded
21e57d0a-2294-4abc-8fcf-4fae4bbcce01,CUST0249,2026-01-02T01:40:00,538.17,completed
99f48a03-3b9d-4f80-8788-6e04c7f834f2,CUST0384,2026-01-02T01:47:00,1382.07,cancelled
531fc7c9-bbaa-4dfe-a8b4-ba8b1725170c,CUST0126,2026-01-02T01:54:00,2662.44,refunded
373aac6b-ed8f-4241-907e-7381f26a74c0,CUST0092,2026-01-02T02:01:00,2612.84,refunded
fb799f43-f47e-4527-8273-3a23c64119c7,CUST0275,2026-01-02T02:08:00,3071.77,refunded
d9f2e754-adfa-40b2-bfd5-efb9800213b7,CUST0153,2026-01-02T02:15:00,199.54,cancelled
e0508a6a-c8cf-4052-b265-b6bae7f53e86,CUST0047,2026-01-02T02:22:00,2739.37,cancelled
2ceb9386-3d50-4313-9c09-a41a53b8d0dd,CUST0105,2026-01-02T02:29:00,199.8,processing
1a631335-7e6e-4c7c-8797-ce715e5e8f02,CUST0133,2026-01-02T02:36:00,1029.32,cancelled
96a41574-b9c3-4ae1-a494-d51e93e64f47,CUST0198,2026-01-02T02:43:00,2911.47,cancelled
3ae68120-81a9-45f1-9c10-d76eadfe2f3c,CUST0007,2026-01-02T02:50:00,3051.88,refunded
b5a38ae7-85f3-4ca9-8646-d1b6ccfd87d1,CUST0178,2026-01-02T02:57:00,4994.65,processing
0bbeced6-8e79-45db-91e6-1f82b103130a,CUST0285,2026-01-02T03:04:00,1797.68,pending
ae096876-1cfa-4bca-8001-062028b2f1c8,CUST0318,2026-01-02T03:11:00,2911.0,pending
61c13d17-61e8-4f6d-a15b-249755fca069,CUST0425,2026-01-02T03:18:00,3511.76,cancelled
cc4e651d-ac31-49cb-b6c5-e223b33da155,CUST0282,2026-01-02T03:25:00,534.18,processing
c89b216a-cc69-49a7-909e-f77730fe5971,CUST0406,2026-01-02T03:32:00,1744.07,pending
64359c76-2e11-4c83-9eb4-0a5f3311b514,CUST0073,2026-01-02T03:39:00,1114.89,refunded
3835854c-9dfe-4601-970a-9ed35b7cf024,CUST0341,2026-01-02T03:46:00,1716.76,cancelled
68114a4f-b9c0-404e-9472-6d6f176f8f52,CUST0144,2026-01-02T03:53:00,3979.04,completed
00006f8d-0506-4ce8-8d70-19b8b6b1c096,CUST0102,2026-01-02T04:00:00,4953.72,refunded
5355497b-7269-4d3a-82d9-7e1ae0a106ed,CUST0137,2026-01-02T04:07:00,4191.4,completed
84f0d0d1-50db-4ddd-8b47-7e32c9536bec,CUST0358,2026-01-02T04:14:00,2863.2,processing
e7eecfd4-20d5-47e0-948c-5b0d2e6bda86,CUST0240,2026-01-02T04:21:00,2821.99,completed
b4e6e72c-44f0-4286-8125-c274946f47a9,CUST0420,2026-01-02T04:28:00,1350.48,refunded
191697c1-3988-414a-945b-ffcbc6519c3e,CUST0397,2026-01-02T04:35:00,4185.7,completed
b2de02a5-055a-4dbe-adbc-e308be8f58b8,CUST0072,2026-01-02T04:42:00,2904.65,completed
b80fd1b1-cf73-4b3d-b90f-d3cc6b77e910,CUST0463,2026-01-02T04:49:00,683.53,cancelled
181ac3ec-bea1-445d-9ef9-117b291126dd,CUST0285,2026-01-02T04:56:00,1281.19,processing
db8b73a6-7cdd-4617-b7d7-933a55d2738e,CUST0116,2026-01-02T05:03:00,2661.19,completed
c3d172e2-34b0-4edf-988e-71592bd78ece,CUST0497,2026-01-02T05:10:00,4490.68,completed
c90f10cf-742f-4bd8-a185-df7ee1c1f471,CUST0086,2026-01-02T05:17:00,656.32,refunded
1da78e6a-cf1c-4cfe-b3cf-32bc282e1666,CUST0351,2026-01-02T05:24:00,1475.77,completed
98da22c7-5b7e-4a13-b6f3-97b71d4b3d84,CUST0159,2026-01-02T05:31:00,1992.62,cancelled
